bedrooms,sqft_living,price
4,2220,495000
3,1620,500000
3,2250,325000
3,1720,365000
4,3030,471000
3,1030,223000
3,2190,503000
3,1440,230000
4,2170,550000
4,2930,1100000
3,1180,193000
4,2360,590000
3,1660,712500
3,2390,689800
3,1360,430000
3,1840,785200
3,1800,474900
4,4130,1070000
3,2220,435000
5,3490,941500
4,1830,312000
4,1550,835000
3,2050,713250
2,1230,440000
4,3150,580135
3,3800,575000
3,1350,613000
3,1530,235000
3,2290,660000
2,1480,280000
3,1970,268000
2,720,235000
3,1080,390000
4,2790,654950
5,2040,449500
3,1320,150000
3,1680,440000
3,2140,710000
3,1660,420000
3,1540,312000
3,1880,320000
3,1250,235000
5,2120,437000
3,1810,545000
3,2370,640000
3,1970,432000
3,2110,548000
3,2080,830000
4,3720,875000
2,1370,409950
4,2961,695000
3,2090,562100
3,2600,475000
3,1870,425000
4,2620,600000
3,2430,770000
3,1340,239000
2,1170,295000
3,2000,560000
5,2070,613000
4,4590,960000
5,2550,847000
3,1060,206000
2,1220,253000
4,1790,430000
3,2060,605000
2,1140,425000
4,2870,720000
6,2550,375900
4,2790,1298000
3,1110,210000
2,940,234000
3,2880,285000
3,1200,400000
3,1030,718000
2,1240,174500
3,1200,222400
3,2780,402500
3,1765,250000
4,1960,600000
2,2680,930000
3,1410,272500
4,2240,363990
4,3120,575000
3,1450,400000
3,2340,427874
5,2481,309000
3,1530,320000
3,1250,390000
1,560,299000
4,2200,375000
3,1460,240500
3,1650,320000
5,3200,1270000
3,2560,658588
3,2080,270000
3,1070,327500
3,2190,340000
3,2060,200000
3,2640,1025000
3,1720,275000
5,3880,1126000
2,960,280000
3,2340,485000
3,2660,1901000
3,2090,865000
3,1820,532000
4,2310,364950
3,920,212500
1,790,135000
2,1500,437000
3,1240,390000
4,2730,760000
3,1170,119500
5,3410,2400000
4,2700,837500
4,1650,327500
2,670,175000
3,1670,289950
3,1530,400000
3,1500,219950
4,1720,161700
5,2920,500000
3,910,465000
3,1050,540000
3,1540,525000
3,1210,324950
5,2650,565000
3,1990,760500
5,2660,1100000
4,4060,603500
5,2300,453500
6,2630,583000
2,770,275000
4,3790,875000
4,2540,335000
4,2500,646000
4,2150,392500
3,1670,785000
3,1800,470000
3,2070,560000
2,830,519000
3,2370,746000
3,1010,317000
3,1420,371000
4,2120,250000
4,2020,532000
3,1520,499950
2,820,375000
3,1690,640000
3,2260,400000
3,1830,572000
3,1350,310000
5,3280,989000
4,2770,685000
4,2770,907500
4,2460,427500
3,4720,860000
2,1250,365000
3,1710,250500
3,1840,411715
4,2000,415000
1,650,129000
3,1020,489000
2,1500,170000
3,2060,418500
3,1810,261000
6,3810,2005000
2,1650,355000
3,1540,742000
3,2080,399950
3,2430,791000
5,1750,190000
3,1770,229500
3,1710,539000
4,2740,549000
5,2730,545000
3,2437,285000
4,3290,648000
4,2910,610000
3,1630,767450
4,4410,765000
3,1780,586500
3,1540,520000
3,1420,455000
3,2680,653000
3,1750,279950
3,2170,449950
3,2390,565000
4,2400,620000
3,1690,269000
3,3250,875000
4,4610,630000
4,2440,425000
3,1290,647500
4,2000,450000
3,1050,440000
4,2340,445000
4,2210,530000
5,2920,875000
3,3150,685000
3,3590,798000
4,1910,297500
4,3110,749950
5,2440,495000
4,1330,540000
3,1460,395000
6,3902,1300000
5,5180,1075000
2,1150,214100
4,1920,210000
3,2520,499500
2,970,546000
5,2490,292000
3,1680,289000
3,1150,240000
4,1980,395000
4,2070,795000
4,5660,955000
4,2420,725000
4,2610,335000
4,2810,492000
3,1510,250000
3,1910,700000
3,1700,545000
4,2020,555000
3,2340,640000
3,1463,390000
3,1430,466500
3,1180,372500
5,4400,1800000
3,1610,255000
3,1480,466800
3,2670,749000
4,1830,610000
2,920,356000
3,1150,165000
2,1190,229000
4,4160,530000
3,2370,499950
4,1660,619000
3,1480,547000
4,2390,359800
3,1690,499000
3,1010,189000
4,3500,799000
4,2330,257000
3,1890,270000
4,2000,453500
3,1130,237000
4,1670,456000
3,2600,355500
4,1560,299950
3,1170,335000
4,2100,268500
3,1710,385000
4,2420,376000
4,1370,605004
4,2660,886000
4,2260,560000
4,2070,343000
4,4670,1415000
3,1500,270000
4,2658,411605
4,2700,550000
3,1530,465000
3,1480,584000
3,1390,275000
3,1660,324500
3,2050,700000
4,1550,385200
4,1900,270000
4,2820,735000
2,1490,389250
3,1750,315000
4,2040,545000
3,1900,550000
3,1910,415000
3,1560,387500
3,1470,432000
3,2700,402000
4,3450,1035000
3,1970,294700
3,2670,744000
3,2550,715000
4,1720,500000
4,4270,1300000
3,2170,1150000
4,2840,650000
4,3270,435000
3,1480,510000
5,2440,525000
4,2880,920000
2,1730,200000
2,1260,435000
4,2230,809950
2,2460,1370000
4,2050,455000
3,2030,471000
2,810,253500
3,1840,185000
3,1730,535500
2,2280,835000
4,2630,589500
3,2270,680000
3,1020,360000
4,1990,595000
4,2680,300000
3,1980,660000
3,2400,570000
2,780,285000
3,980,435000
3,1210,160000
5,4600,805000
3,1480,450000
4,1320,510000
5,4400,1120000
4,3010,1280000
3,2260,539000
4,1880,407193
3,1370,320000
4,2720,739000
2,1740,452000
4,2560,600000
5,2690,279000
4,3240,895000
4,2430,585000
2,1405,405000
5,3030,837219
4,4150,969990
3,1730,490000
6,3820,611000
4,3070,462000
4,1780,540000
4,1811,260000
4,2450,510000
3,2300,567500
2,1440,445000
4,2370,684680
4,4420,2700000
3,1300,455000
5,2870,540000
3,3400,530000
3,1410,410000
3,1640,450000
4,3190,609900
4,2380,648000
3,2260,550000
3,1240,347000
5,4220,1635000
4,4250,1339000
3,1860,288350
3,2850,1150000
3,2470,525000
3,2210,250250
4,1920,341000
4,3150,700000
4,2700,390000
3,2190,539950
2,1380,552000
5,2520,250000
3,1300,502000
4,2220,480000
2,730,378500
4,3300,1350000
4,4130,1900000
3,2670,605000
4,1980,307550
2,740,304700
3,2050,568000
3,1230,385000
3,1210,345000
3,1890,435000
2,1870,579000
3,1330,236000
3,1590,305100
3,1710,368000
2,1200,255000
2,1140,400000
3,2240,440000
2,920,417000
2,800,435000
4,1980,475000
4,2800,563500
3,1680,285000
4,2330,471000
4,2240,500000
3,2140,640000
4,2170,442500
3,1150,213400
4,2030,831000
3,1350,325000
2,910,425000
4,2700,550000
4,3730,599950
4,2740,1225000
4,2050,750000
4,2390,290000
4,1990,270000
4,1300,229950
3,1330,234999
2,1000,265000
4,2190,367300
3,1380,550000
4,2610,743700
2,1060,352750
2,710,403950
4,2730,980000
4,2470,585000
3,1760,554000
3,1530,546000
2,1610,280000
2,1030,212500
4,2800,739000
3,1310,428000
4,3160,965000
3,2500,364900
3,2070,559000
4,1980,213000
3,2590,620000
4,1910,240000
3,2630,852500
3,2630,600000
3,1960,410000
3,1440,328000
3,2210,625000
4,2350,649950
3,1590,235000
3,1500,489000
3,1900,536000
4,2370,400000
3,1720,398000
4,2020,379000
2,1340,345000
3,1800,365000
3,1480,315000
4,2750,571000
5,3760,1025000
3,2540,695000
3,1760,225000
3,3000,740000
4,1930,315000
4,3040,1230000
2,860,420000
3,1420,310000
3,2080,700000
3,1560,269000
4,1960,369990
3,1620,800000
5,3670,569000
6,1930,175000
3,1290,440000
5,1970,435000
3,1540,345000
4,2180,558000
2,1490,475000
3,2220,490000
3,2430,335000
2,1392,350000
4,1120,100000
4,1390,417500
3,2040,253000
5,2830,1240000
4,3020,490000
3,2290,470000
4,1210,483300
3,2510,659000
4,2320,480000
3,970,165000
3,1820,659500
3,970,219900
2,1740,315000
3,1590,250000
2,1380,268000
4,1680,380000
2,1220,499000
2,1651,285000
3,1330,183000
3,2940,1070000
3,1410,429000
2,1100,403000
3,1530,375500
5,5270,1795000
3,2110,516200
4,1720,385000
3,1800,515000
4,2210,375000
4,2560,650000
2,1010,306888
4,3340,870000
4,1740,310000
3,1320,251750
3,1520,366000
3,2010,429950
3,2440,710000
5,2550,895000
3,1010,149500
3,1780,310000
3,2180,555000
5,2750,750000
4,3490,745000
3,2550,695000
3,1870,433000
4,1150,307000
3,2050,655275
4,1940,392000
5,3630,1180000
3,1890,359950
4,1630,360000
4,2440,566000
5,3100,700000
3,2090,415000
3,920,199500
3,1580,749000
3,1760,680000
4,2530,400000
4,2490,608000
4,3870,589900
5,2732,480000
5,3230,1059500
6,2930,915000
4,3510,695000
4,2580,899900
2,1060,499950
4,2790,533112
4,2009,303210
5,2880,525000
2,710,399950
3,2070,850830
3,1370,371500
3,1730,522000
4,1680,588000
2,1350,276900
5,1510,248000
3,1860,280000
6,3440,495000
6,4250,665000
2,860,290300
2,1640,527000
2,1295,487028
3,1790,325000
3,2210,799000
5,10040,7062500
3,940,354000
3,1160,262500
3,1990,560200
3,1050,220000
2,1030,650000
3,1420,435000
4,2690,800000
4,3760,1010000
2,700,200000
5,2100,295000
4,2240,580379
4,3470,875000
3,3370,515000
4,2790,599000
3,1870,285000
3,1520,290000
1,750,355000
3,1460,381000
3,2600,571000
4,3320,852600
5,2340,1085000
3,890,371000
3,1720,514000
3,1270,386000
4,2180,464000
4,2030,335000
4,2490,740000
4,1470,465000
3,2500,700000
3,4500,785000
3,1460,350000
1,620,148000
3,1550,530000
3,1430,349000
3,1360,240000
3,2210,330000
4,2460,735000
3,2180,545000
3,1570,214950
4,4140,657500
3,1140,476000
5,8670,2888000
2,800,110000
4,2414,292000
3,1160,317000
4,3170,455000
5,4210,1365000
3,2060,460000
3,1640,405000
2,720,333000
4,1860,427000
4,2810,742000
4,2090,465000
4,3280,809950
4,2090,619400
3,2430,762400
5,2520,535000
5,2510,881000
4,3370,813000
3,1640,234000
3,2250,308900
4,2300,450000
3,1650,547500
2,710,399950
4,2550,516000
2,982,250000
3,1630,475000
4,2550,415000
2,1240,545000
3,2456,329950
5,3200,1325000
3,3950,784000
4,2180,610750
4,3140,578000
4,4030,1485000
3,1970,501000
5,1940,465250
5,4860,2250000
0,3064,1095000
2,970,315000
4,2460,900000
4,3010,789500
3,2460,678500
3,2080,342500
4,3960,860000
4,2490,306000
5,2060,580000
3,1330,405000
3,1600,510000
2,820,173000
4,1200,210000
3,1050,445000
3,1910,585000
3,1800,381000
3,2060,890000
3,1840,235000
3,1250,480000
2,1510,575000
4,2300,350000
4,1490,259000
5,2820,599000
4,1130,210000
4,3200,1184000
3,1510,545000
3,1970,299995
3,1210,440000
4,3280,699000
3,2420,795000
5,2460,445000
3,1180,397990
3,1900,706000
3,1651,363000
4,2130,850000
2,1430,620000
4,5730,1228000
4,1910,333000
3,2110,743000
2,1630,448000
4,2470,485000
4,2640,489950
5,2990,498500
3,2120,531000
3,2050,670000
5,1880,310000
3,2790,835000
4,3000,1688000
4,2140,495000
3,1769,495000
3,1710,440000
1,420,280000
4,3270,1070000
4,2370,1034500
4,1770,248000
4,2210,294000
3,1710,561000
4,2710,656500
3,2340,660000
2,1220,370000
3,1060,349950
2,910,223000
4,1880,560000
4,1870,594000
3,1480,600000
3,1880,315000
4,1890,430000
3,1560,440000
2,1070,312500
5,4410,1240000
3,1470,300000
3,2570,680000
2,1170,336750
5,2320,822500
4,2440,589000
4,4120,863000
2,1440,210000
3,1340,206135
6,3010,1125000
3,1840,285000
2,930,230000
4,4070,845000
3,1820,350000
3,1280,304000
2,900,370000
3,1980,810000
4,2010,440000
4,2750,1030000
4,3140,775000
5,4200,1335000
3,1900,235000
3,1830,499950
5,3320,622500
4,2700,300000
3,1290,205000
3,1500,435000
4,3650,697000
3,1270,153000
4,2630,454000
2,1800,345000
3,1870,585000
4,2540,380000
4,1930,250600
4,2770,890000
4,2220,370000
3,1650,369500
4,3670,883000
4,3770,950000
3,2350,615000
3,1210,305000
4,2010,590000
3,1580,485000
2,710,215000
3,1910,430000
4,1880,324900
2,2280,849900
5,3100,975000
5,2350,910000
3,1850,459950
3,2070,325000
4,2020,513000
3,1580,475000
4,2690,419000
4,2420,760000
5,2540,1120000
2,1150,129000
5,3210,725000
3,2040,580000
3,1920,385000
4,1900,265000
3,4310,1735000
3,1070,330000
4,2790,665000
3,2860,799000
3,2250,589000
2,3170,1695000
3,1460,538000
3,1540,530100
3,2910,718500
3,1180,299000
3,1640,556000
4,1520,171000
5,3610,540000
3,1400,250000
4,3200,795000
3,1384,575000
3,1410,379500
4,2050,385000
4,1750,415500
3,1510,397500
3,1930,530000
4,2960,883000
5,2920,850000
2,1980,496752
3,1430,330000
4,2450,735000
4,2360,525000
3,1890,269950
3,2140,650000
3,1900,520500
4,2700,652500
5,2430,506000
3,1110,416000
4,2280,500000
3,1550,460000
3,1530,371025
4,2440,576000
4,1760,353500
4,3040,1735000
3,1070,183000
3,1990,763101
2,1090,460000
4,1890,825000
3,1000,265000
3,1770,295000
4,2360,418000
3,3380,554000
3,1700,534500
2,1600,690000
4,2050,530000
2,1210,357186
5,1940,300000
4,1810,304000
4,1690,385000
4,1800,415000
4,3280,963000
4,4290,792500
3,1150,309212
2,880,235000
3,1720,667000
3,1510,470000
4,1240,375000
4,1580,410000
4,2170,566000
4,2500,680000
1,960,332000
4,3030,902000
3,1540,500000
3,1890,445000
4,2810,825000
4,3530,1095000
3,1100,277000
3,1940,545000
3,2300,435000
3,2110,638000
4,1220,418000
3,1750,499000
3,1230,150000
3,3100,759950
3,1830,427000
5,2640,632500
6,1840,660000
4,3190,862000
2,1120,524000
3,1760,470000
3,1590,385000
4,2120,575000
4,2240,220000
2,890,460000
3,2940,1712500
3,1220,175000
3,2670,465000
3,1120,552000
4,3130,565000
4,1740,518000
4,3290,899950
3,1770,373000
4,2960,385000
2,1200,245000
4,2400,375000
4,2690,699850
6,3550,450000
2,1310,455000
4,2610,650000
5,2760,378000
3,1410,220000
4,1960,285500
3,1212,340000
4,2220,921000
4,2040,375000
4,2800,999000
3,2040,335000
4,3070,1920000
2,830,385000
4,4140,850000
5,2340,429000
3,1420,523950
3,2670,798800
3,1880,284000
4,3450,852880
3,1200,320000
4,3430,749995
3,1350,468500
5,2570,492500
4,2840,685000
4,2650,542525
3,1980,435000
3,1280,242000
4,2610,325000
5,3010,837700
1,930,210000
3,1180,187500
5,1710,560000
3,1380,272000
3,1190,235000
3,1870,259000
5,3130,866059
2,900,473000
3,1880,405000
4,3010,870000
3,2280,475000
3,2970,499500
2,1620,386000
4,1550,458000
3,2240,550000
3,2830,605500
3,2890,421000
4,1990,536000
3,1370,247200
2,1088,250000
4,1740,204950
3,1730,430000
4,1800,250000
3,1440,260000
4,1720,547000
5,2800,379900
3,2300,738500
4,2030,545000
2,740,342000
5,9640,4668000
4,1920,170000
4,2490,616000
3,1380,640000
3,1530,332000
3,2420,1010000
4,2150,380000
4,1610,415000
4,2650,1008000
4,2700,669000
3,1270,260000
4,3150,854000
3,2010,605000
3,860,320000
3,1410,229950
3,1700,255000
4,2570,1170000
2,1230,479000
4,4170,1200000
3,1180,472000
3,1430,198000
4,1450,440000
3,2180,506000
4,2210,382500
2,1480,269500
3,2340,560000
4,3860,840000
3,2300,479500
3,1450,402000
2,1380,549000
4,2470,449950
4,2030,493000
4,1440,142500
3,1160,250000
3,1580,729000
2,1430,465000
2,1494,465000
4,1930,280000
6,2740,675000
3,1880,667500
3,2590,809000
3,2140,400000
4,1870,310000
2,1230,435000
4,2340,465950
3,2880,1538000
3,880,253000
3,3040,330000
4,1120,554000
3,1380,350000
4,1660,294999
3,2500,1185001
4,2940,752000
4,1670,451000
4,2630,725000
4,2250,345000
3,1320,206000
4,4100,2027000
3,4340,2475000
4,3700,1728000
5,2700,580000
3,980,430000
4,2650,720000
7,3670,824000
3,2960,936000
4,3070,535000
3,1413,286800
2,1260,350000
3,1680,345000
3,1230,435000
3,4360,1555000
4,4420,1325000
3,2770,461000
3,2910,770000
4,4290,1384000
3,1600,330000
4,1820,322500
6,6050,1600000
3,1700,475000
2,790,250275
3,1720,274500
3,990,284950
4,1770,264950
3,1260,242000
4,3640,913000
3,2040,555000
4,1980,711000
5,3600,403500
4,4270,975000
4,2030,253779
3,1689,384400
5,2870,646000
3,1270,415000
4,2790,764000
5,3850,507000
3,1560,545500
3,1180,450000
4,1820,264000
5,1260,650000
3,2640,365000
2,1100,343566
3,1950,375000
3,1380,295000
3,2200,325000
4,2050,265000
5,2795,562000
4,2050,540000
4,6430,4489000
5,2150,279950
3,1970,540000
4,2660,310000
1,720,190000
4,2410,440000
3,2020,1400000
2,1080,230000
3,1180,455000
2,660,175000
3,2920,650000
4,4850,3000000
3,1080,192500
3,1670,239950
6,1370,175000
5,3450,850000
4,1970,410000
4,2290,570000
5,2240,469000
2,1240,559000
3,2420,739888
5,3260,568450
2,670,240000
5,3160,574950
3,1990,180000
4,4680,1160000
3,1700,300000
4,2807,630000
4,1770,507000
4,2570,287500
3,3450,688000
3,1670,424000
3,1050,400000
4,1910,620000
3,910,300000
5,2480,615000
2,1820,206000
4,2920,515500
5,1870,554000
4,3810,825000
4,2190,855000
3,1730,315000
5,2220,299000
3,1320,650000
3,1510,465000
3,2120,535000
2,1690,564000
3,1360,515000
4,3250,580000
3,1490,309000
3,1930,536751
4,2020,415000
3,1584,267000
4,3170,820000
4,3870,1399950
2,1430,485000
3,1380,482000
4,2610,535000
3,1540,690000
3,1940,576000
3,2160,378750
4,1530,269900
3,1440,210000
4,2640,429900
4,3620,1525000
4,2850,360000
2,1260,405000
3,1610,450000
3,1360,703000
4,2496,661000
4,2160,580000
3,1320,464000
2,2540,945000
4,2620,659500
3,1140,200000
3,1790,280000
4,2440,1325000
3,2140,346150
3,1330,197500
4,2590,799000
4,4750,1309500
2,1620,350000
4,2440,720000
3,2020,519000
3,1470,590300
5,5990,2200000
6,2520,410000
2,1440,437000
3,1640,221000
4,2150,380000
2,1570,506000
4,1980,395000
3,1210,285000
3,1900,311000
3,1940,520000
3,1310,435000
2,990,120000
3,3870,1440000
3,1340,186000
4,2160,756000
4,2080,248000
3,1300,287000
4,2610,510000
3,1050,249000
3,2480,340000
4,1820,399888
3,1170,440000
4,2370,899000
5,3090,540500
3,2310,385000
4,2060,558000
3,2540,600000
4,2400,450000
3,1320,232500
2,790,436000
4,1790,240000
3,1820,489950
6,1670,680000
5,3990,1068000
3,1430,352450
4,2030,335000
4,1290,549000
4,3820,1240000
4,2520,618250
5,3880,1815000
2,1590,850000
5,3530,930000
3,1610,505000
4,3280,925000
3,1860,275000
3,1840,499000
3,2120,507000
4,2270,619850
3,2840,500000
4,1220,310000
4,2310,646000
3,1840,265000
3,950,475000
4,3070,600000
3,1730,470000
2,920,319950
3,3200,712000
4,3010,775000
3,1600,390000
4,2840,585000
3,2430,1027000
3,1750,232603
3,1240,543000
3,1530,607500
3,3390,750000
3,2320,728050
4,2650,734990
3,2238,330000
4,2620,605000
3,1910,441000
4,3040,650000
7,4640,1950000
3,1500,395000
1,380,245000
4,2970,905000
4,3030,660000
4,1890,378000
2,1040,600000
4,2090,632500
2,1680,210000
2,2770,754800
2,1020,175000
3,1470,455000
3,1430,450000
4,2050,790000
4,2080,480000
3,2870,850000
4,3940,725000
3,1520,380000
3,1700,979000
3,1940,359950
4,2870,665900
3,3240,812000
3,1150,203000
3,1440,456000
5,2200,547000
3,1470,280000
2,1760,640000
3,1780,477000
4,2450,455000
3,1890,587206
3,2540,425000
4,1360,511500
2,1310,218000
3,1510,332000
3,1860,291000
4,2200,279000
4,3360,950000
3,2470,970500
2,1260,412000
3,1430,400000
3,1230,200000
4,2320,397000
4,3290,715000
4,2550,371000
3,1870,458000
5,3110,436500
3,1820,329950
3,3050,950000
4,1890,282000
1,800,250000
6,6900,1135000
4,2670,400000
5,3260,681500
2,860,200000
5,3366,1300000
5,3840,1462497
4,3850,995000
4,2040,355000
3,1790,425000
4,3740,869000
3,2660,915000
3,3230,2110000
4,3140,925000
6,5480,2400000
3,1160,390000
3,1860,330000
4,1630,482500
3,1750,525000
3,1300,237000
3,960,205000
3,1850,623000
4,3260,565000
4,2420,400000
3,1460,405000
4,2240,337000
2,1240,355000
3,2060,885000
5,2280,420000
4,2510,448000
4,3150,800000
5,2780,830000
6,2380,725000
3,2140,780000
2,840,325000
4,2170,488800
4,4410,1320000
4,2120,489000
7,6630,1240000
3,3290,595000
5,2290,359900
3,4910,1080000
4,3730,925000
3,2440,625000
3,2570,339990
4,2970,775950
5,2630,420000
3,1530,654000
3,3690,725000
2,1230,375000
3,2200,1100000
4,2330,639500
4,2160,849000
4,1550,418000
4,1780,442900
3,2610,750000
3,3290,930000
2,1330,565000
4,3530,874150
4,2090,545000
4,2040,500000
4,2370,687000
4,2810,810000
3,2050,439500
3,2870,802000
4,2130,732600
4,2580,374000
4,2380,330000
4,1940,365000
2,1610,290900
3,2060,577000
2,1010,280000
4,2810,675000
3,2380,800000
2,1060,299995
3,1560,440000
2,1500,249500
2,970,690000
3,1170,235000
3,2280,320000
7,2800,350000
4,1150,334000
6,2180,235000
4,2520,442000
3,1760,264000
2,1180,275000
2,950,430000
3,1900,550000
4,2300,775000
6,2660,603500
3,1530,230000
4,1850,449000
4,4230,2075000
3,1200,420000
4,2270,735000
3,1090,200000
3,1100,286000
3,1640,579000
3,1950,345100
3,1660,350000
3,880,291500
3,1500,649950
3,1890,458500
3,1150,500000
3,2430,362300
4,2110,324000
3,2950,495000
3,1650,233500
3,2110,479000
4,2010,322200
4,3030,835000
3,1270,347000
3,1610,725000
3,1140,345000
3,2110,345950
3,1840,550000
3,1560,399950
3,1840,269500
4,1830,494000
4,2120,453000
3,1600,442500
4,1450,235000
3,1880,389800
3,1270,346000
4,1720,360000
4,2400,650000
3,1150,290000
2,870,234000
4,2000,260000
3,2420,349900
3,1080,275000
4,3420,725000
4,1870,375000
4,2500,806000
3,2150,470000
3,1470,490000
5,2130,615000
3,1000,249000
3,2390,396500
2,860,405000
3,1960,560000
4,2000,459950
3,1620,265000
6,2890,502000
3,1300,430000
2,1080,525000
4,2170,415000
3,2260,600000
3,1580,225000
4,2620,300000
4,1540,491234
4,4570,1580000
4,3440,905000
5,1740,199950
4,2160,450000
3,1480,899000
2,2260,649000
4,3910,780000
4,1700,400000
5,4470,831500
3,1800,471001
3,1630,385000
3,1030,326000
1,720,335000
4,1890,320000
4,1840,300000
4,2540,269950
4,3520,1220000
4,3220,590000
3,1820,750000
3,1230,239950
3,1340,215000
3,1200,165000
3,1390,261350
4,1730,569000
3,1580,425000
4,3520,800000
4,2650,715000
3,1310,337000
4,2300,560000
3,1780,449500
3,1980,660000
2,1300,685000
5,3500,905000
3,1830,403500
3,1520,405000
4,2700,385000
3,2810,1700000
3,1660,285000
3,1310,249900
4,2960,633634
3,2242,329900
3,2540,310000
3,1420,345000
3,1270,160797
3,1300,562500
5,3190,664950
5,2910,515000
3,1630,497000
5,2300,312891
3,3310,670000
2,940,362500
2,1020,402101
3,1520,438000
4,2330,687500
3,1010,160000
3,1070,415000
3,3170,405000
4,3030,880000
3,2270,585000
4,2341,640000
3,2130,819000
3,2300,520000
3,1660,367500
4,2610,762500
3,2150,300000
3,2410,625000
2,1580,530000
3,1740,379000
2,1270,615000
2,2550,660000
3,1860,380000
4,2700,314900
3,1460,324950
3,1330,225000
3,2070,535000
3,1360,348500
4,2650,725000
4,3580,925000
2,2034,549000
3,1230,400000
4,2450,620000
6,2840,665000
4,3820,1215000
3,2740,1157400
4,2090,349950
5,6390,2466350
4,2470,339000
3,1720,615000
4,3090,751000
4,2320,941000
4,1740,600000
4,2950,455000
0,4810,1295648
3,1500,485000
3,1810,358000
3,1100,339000
3,1490,258000
2,1200,455000
4,1890,437000
3,2200,689000
4,2510,319000
3,1420,510000
3,2000,440000
2,1460,1010000
4,3220,875000
4,1310,304000
2,690,139000
3,1150,464500
3,1480,336500
4,1850,230000
3,1930,425000
2,750,300000
3,1430,457500
3,1840,366000
3,1300,502000
3,1050,194000
4,2210,305000
4,3220,1250000
4,4620,575000
4,1760,343500
3,850,325000
4,4690,600000
4,3920,850000
3,2140,420000
2,1180,257500
5,2360,317000
3,3060,970000
3,1670,252000
3,1820,683500
3,1970,289000
2,930,355000
3,2300,675000
3,2590,396500
4,1450,362500
4,1540,395000
5,2730,599000
3,880,218000
4,3190,589950
3,1330,218000
3,1500,360000
2,740,350000
4,2560,350000
3,2540,845000
3,3200,839000
4,3330,850000
2,900,329950
4,1600,425000
2,970,210000
2,1130,631500
2,650,295000
3,2400,575000
3,2280,415000
4,3550,859000
4,2050,639888
2,830,329445
4,2440,745641
3,1600,395000
4,3190,790000
4,2550,890000
3,2180,400000
3,1410,365500
3,1410,245000
4,2340,390000
3,1320,196500
4,3990,1200000
3,1270,276900
3,4380,995000
4,4250,2300000
3,1860,505000
4,3770,1229000
4,1530,352000
4,3570,597326
2,1740,800000
3,1670,270000
4,1570,235000
2,1590,409900
5,2980,739900
4,2690,608000
2,900,381500
2,1440,562100
4,3000,740000
3,1640,308000
5,3100,905000
4,4000,762000
4,2020,356000
3,1840,750000
4,2100,418800
4,2460,276000
3,2610,725000
3,1460,285000
3,1050,205000
3,1790,583000
4,2180,657000
4,2050,386000
5,2790,589950
3,1700,575000
3,2380,574000
5,2000,690500
2,1670,565000
3,1190,500000
6,3040,330000
2,780,286000
3,2330,450000
4,2840,870000
4,2490,725000
2,770,275000
3,1850,645000
3,1090,152000
4,1780,315000
1,930,190000
4,2770,700000
3,1250,233000
4,1830,249000
2,870,310000
3,1150,265950
5,4500,860000
3,1150,200000
4,2000,402000
6,1900,305000
3,1640,505000
3,2680,1355000
3,2420,482000
3,1790,299950
4,3920,770000
3,1640,245700
3,890,283000
4,1910,650000
5,2140,530000
3,2030,440000
4,4225,1005000
3,2680,599990
4,2030,544000
5,5850,1700000
2,2060,270000
2,1060,435000
3,1010,349000
4,3310,1140000
4,2000,320000
4,3070,804100
3,1270,594000
4,3110,531500
3,2110,1150000
3,1400,374500
4,2310,450000
5,2700,744500
5,2370,913888
4,2760,760000
2,1610,346500
3,1230,280000
3,1900,557500
3,1580,260000
3,1940,1330000
3,1620,640000
7,1940,280000
3,1230,205000
5,3160,957000
5,2700,625000
4,1880,680000
2,890,150000
3,1720,255950
3,1620,246500
2,1380,450000
3,1870,595888
3,1970,454000
3,1110,299900
3,1190,200000
3,1150,346500
4,2890,585000
3,1500,383000
4,1950,519000
3,1250,410000
4,2070,578000
4,4660,1280000
2,1350,395000
3,1800,364000
3,1481,240000
3,1730,328423
4,2720,594000
3,2320,425000
3,1860,309620
5,2025,260000
3,1400,563500
5,2620,975000
3,2450,937000
3,1590,518500
4,2085,563500
4,3450,1050000
3,1780,350000
4,3060,826000
3,1700,225000
4,1330,235867
4,3060,399000
3,1220,177500
4,1600,224000
4,1530,302000
3,1980,760000
3,1730,460000
3,1170,415000
2,1950,669000
3,1470,254600
3,1400,357250
4,4040,910000
6,3110,725000
3,1490,670000
4,1770,440000
4,3320,1025000
2,950,320000
4,2430,310000
4,2660,772650
4,2670,669950
5,2720,690000
4,3200,385000
3,2480,663000
3,1780,300000
2,1590,225500
3,1550,320000
3,2850,775000
3,2600,805000
4,1230,252750
5,2080,254000
6,3600,620000
4,2110,435000
4,2550,460000
3,1650,268000
2,1370,446000
2,1010,285000
3,2330,530000
2,620,402000
3,2450,358000
4,2530,354950
4,2220,405000
4,2110,568000
5,3690,575000
4,1940,315000
4,2070,280927
4,2160,440000
4,2600,270000
4,2880,755000
4,2260,289659
5,3640,555000
3,1530,450000
3,2490,1145000
3,1440,495000
3,3760,1250000
4,1720,580000
4,2480,560000
4,3990,1080000
2,840,450000
3,2270,815000
4,2580,354000
3,1580,279900
2,950,339000
4,3190,1340000
3,3740,710000
4,2620,815000
3,2080,800000
3,1660,638000
3,1520,475580
3,1140,243800
3,3240,600000
3,2460,620000
4,1750,750000
3,2430,626000
3,1060,230000
3,2410,537000
2,720,210000
3,1260,200500
3,1640,253500
3,1310,150000
3,2120,440000
3,3320,667000
3,1210,660000
